smiles,logPapp
c1(ccc(cc1)SC)CC(N1[C@H](CN(CC1)C(=O)C)C[N@]1CC[C@H](C1)O)=O,-4.480989426494716
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)cc(cc(c1)F)F,-6.90005929331817
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)cc(ccc1)OC,-4.528777785356733
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)ccc(N(=O)=O)cc1,-4.509566672556516
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)ccc(OC)cc1,-6.853509208958163
CCC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(CCO)CC4)c2c1,-4.842316233986081
CCCCNc1c(cnc2n(CC)ncc12)C(=O)OCC,-4.838154803701502
NN1C=Nc2cc3ccccc3cc2C1=O,-6.701130935337987
OC(O)C(Cl)(Cl)Cl,-5.135548165671421
CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,-5.50291244941633
CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,-5.663345925097259
CN(C)CC\C=C/1c2ccccc2Sc3ccc(Cl)cc13,-3.1378365540477033
Clc1ccc2OC(=O)Nc2c1,-6.1815670156322415
C[N+](C)(C)CCO,-5.0401823894510684
CN1C(=O)CC(=O)N(c2ccccc2)c3cc(Cl)ccc13,-5.972453214396445
CN1Cc2n(cnc2C(=O)OC(C)(C)C)c3ccsc3C1=O,-7.617560242614868
C1C(Nc2c1c(ccc2)CCN(CCC)CCC)=O,-3.842440498283363
C1C(Nc2c1c(ccc2O)CCN(CCC)CCC)=O,-4.423640232875952
OC(=O)CNC(=O)c1ccccc1O,-5.422516901347548
CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S](C)(=O)=O,-4.119322756930818
FC(Br)C(F)(F)F,-6.1515095219130655
Cn1cnc2N(C)C(=O)NC(=O)c12,-6.578681549379265
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-4.115902573415305
Cc1ccccc1,-5.1169008118188115
Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,-5.665794304304109
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)cc(ccc1)N(=O)=O,-5.167805754964499
c1(ccccc1)CC(N1[C@H](CN(CC1)C(=O)C)C[N@]1CC[C@H](C1)O)=O,-4.085670466971465
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)ccc([S@](=O)C)cc1,-7.069164326359008
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)ccc(S(=O)(=O)C)cc1,-6.025087037397847
CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2,-7.555071385115662
c1(ccccc1)[C@H](CN1CCCC1)N(C(=O)Cc1ccc(c(c1)Cl)Cl)C,-5.924961237118697
CN1C(=C(\O)Nc2cc(C)on2)/C(=O)c3ccccc3[S]1(=O)=O,-5.997178090099869
Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC=C)c2c1,-5.2307138381445935
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,-5.745811231135401
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,-6.1631021634652825
CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,-4.653191546760977
[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,-5.7445164552112455
OCCN1CCN(CC\C=C/2c3ccccc3Sc4ccc(Cl)cc24)CC1,-5.216991006107445
Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4cc(Cl)ccc34)c5ccc(F)cc5,-5.572855667198078
COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccccc3,-5.97548688538849
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-6.704964023936464
CC1C2Cc3ccc(O)cc3C1(C)CCN2CC4CC4,-5.460410216395471
FC(F)(F)c1ccc2Sc3ccccc3N(CCCN4CCN(CC4)C5CC5)c2c1,-5.982925987768339
CN(C)CCO,-5.515031718344121
[H+].[Cl-].CCOC(=O)C1(CCN(C)CC1)c2ccccc2,-5.055000575809828
ClC=C(Cl)Cl,-5.383063305534595
ClC(Cl)Cl,-3.374813818721704
c1c(nccc1)CCNC,-4.474784604634522
c1c(nccc1)CCN(C)C,-6.685936127818825
n1c(scc1)CCN,-4.0115239911761105
n1c(scc1c1ccccc1)CCN,-5.759642639163339
c1c(nc2n1cccc2)CCN,-4.602297329166459
Cc1cccc(C)c1,-5.250915137953002
CCOC(=O)N1CCC(CC1)=C2c3ccc(Cl)cc3CCc4cccnc24,-4.6532793410245725
CN1C(=C(/O)Nc2sc(C)cn2)/C(=O)c3ccccc3[S]1(=O)=O,-5.224043560253397
O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC=C)c45,-6.947171979009177
Oc1ccc2C[C@H]3N(CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O)CC6CC6,-7.024420216232498
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCNCC3,-5.34337245616791
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3,-5.089903840869497
CN1C(=C(/O)Nc2ccccn2)/C(=O)c3ccccc3[S]1(=O)=O,-4.212145595238601
C[S](O)(=O)=O.Oc1ccc2[nH]cc(CCCCN3CCC(=CC3)c4ccccc4)c2c1,-4.6213020469797605
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,-5.866136539234374
CNCCCN1c2ccccc2CCc3ccccc13,-6.177406991528068
CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,-5.911144070976283
COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-6.446056634775058
CN1CCC23C4CCC(O)C2Oc5c(O)ccc(CC14)c35,-3.6288796654284194
CN(C)CCOC(c1ccccc1)c2ccccc2,-5.520913365036946
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-5.241296515451772
CC(CN1CCN(CCOCCO)CC1)CN2c3ccccc3Sc4ccccc24,-5.987420675526542
COC(=O)c1ccc(cc1)C(=O)OC,-5.309885904878418
Cc1ccccc1C,-5.817339439232801
Cc1ccc(C)cc1,-5.903632479344016
CC(C)O,-6.376739433759412
NC(=O)N1c2ccccc2C3OC3c4ccccc14,-6.4228506914106145
c12c(nc(c(c1C(N[C@@H](CC)c1ccccc1)=O)C)c1ccccc1)cccc2,-5.012924199937699
c1cc(ccc1CCCC(OC(C)(C)C)=O)N(CCCl)CCCl,-4.40997784564522
CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3[nH]c4ccc(N[S](C)(=O)=O)cc4c3,-5.420898192471607
CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,-4.9406078704110294
CN1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4cccnc24,-5.704015615063667
c1ccc2N([C@H](CN3CCCC3)C)c3c(ccc(C(=O)NCCC)c3)Sc2c1,-5.685100252180881
CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN4CCSc2c34)C(O)=O,-4.69190095170565
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,-4.206797498474988
c1(ccc(c(c1)Cl)Cl)CC(=O)N1[C@H](C[N@@](C)CC1)CN1CCCC1,-2.0774550716436657
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN2CCCC2)c2n(CC1)ccn2)=O,-4.858671833224984
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[C@]2(CC1)NC(NC2=O)=O)CN1CCCC1)=O,-6.8248590315382955
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[N@@]2C[C@@H](CC2)O)c2n(CC1)ccn2)=O,-5.511420481848447
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN2CCCC2)c2n(CC1)ncn2)=O,-5.849804917925564
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](C[N@@]2C[C@@H](CC2)O)C[N@](CC1)CCO)=O,-6.655575770114341
[H+].[Cl-].CN(C)CC\C=C/1c2ccccc2COc3ccccc13,-5.606225590049389
CN(C)CCOC(C)(c1ccccc1)c2ccccn2.OC(=O)CCC(O)=O,-7.050746151580819
Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34,-4.613895891776584
CC\C(=C/C)C(=O)NC(N)=O,-4.308073897948664
CCC(C)(CC)OC(N)=O,-5.111571001525395
Clc1ccc2n3cnnc3CN=C(c4ccccc4)c2c1,-6.073798304196113
CCc1ccccc1N2C(=Nc3ccccc3C2=O)C,-5.518987501386683
CCOC(=O)c1cnc2n(CC)ncc2c1NN=C(C)C,-3.600399996114082
CCC(O)(\C=C\Cl)C#C,-5.679948493558591
NC(=O)OC1(CCCCC1)C#C,-3.7660463920071314
s1cc(CSCCN\C(NC)=[NH]\C#N)nc1\[NH]=C(\N)N,-5.946943481860842
c1cc(CCNC)ncc1,-6.075961826013114
c1cc(CCN(C)C)ncc1,-6.350837335801395
s1c(ncc1)CCN,-4.910670844044046
c1nc(C2CCN(CC2)C(NC2CCCCC2)=S)c[nH]1,-6.016824650474061
c1ccc2Oc3c(cc(cc3)Cl)[C@@H]3[C@@H](c2c1)C[N@](CC3)C,-5.981713355049554
c1c(Cl)nc(N2CCN(CCCCN3C(CCC3)=O)CC2)cc1C(F)(F)F,-5.470952353922114
c1ccc2Oc3c(cc(cc3)Cl)[C@@H]3[C@@H](c2c1)CNCC3,-6.188989423988266
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[N@@]2C[C@@H](CC2)O)c2c(CC1)[nH]cn2)=O,-5.817905101978502
c1ccc2nc(c(c(C(N[C@@H](CC)c3ccccc3)=O)c2c1)O)c1ccccc1,-7.561458335400807
c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)OCCCN(C)C,-6.528768161876108
c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)OCC(O)=O,-5.362307959399709
c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(c3ccccc3)nc2cc1)OCCCC(O)=O,-7.2067705014172745
c1ccc2c(c(C(N[C@@H](CC)c3ccccc3)=O)c(OCCNC(Cc3c(cccc3)C(=O)O)=O)c(c3ccccc3)n2)c1,-4.630173219893482
c1cc2c(c(OCCNC(Cc3ncccc3)=O)c(c3ccccc3)nc2cc1)C(N[C@@H](CC)c1ccccc1)=O,-5.045250779192297
c1cc2c(c(c(c3ccccc3)nc2cc1)OCCNC([C@@H]1CCCN1)=O)C(=O)N[C@@H](CC)c1ccccc1,-5.385911810677472
c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)Cn1cncc1,-5.466006159999709
C[C@H]1CN(C[C@@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(O)=O,-4.854126601574177
CCC1(C)CC(=O)NC1=O,-4.334905349800982
CCc1ccc2Sc3ccccc3N(CC(C)CN(C)C)c2c1,-4.838699149252521
OCCN1CCN(CC\C=C/2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,-5.559209079046957
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,-5.841159053673738
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13,-7.201144457381016
COc1cc2CCN(C)C3CC4(C=CC(=O)C=C4)c(c1O)c23,-5.829024199341489
CCC1(CCC(=O)NC1=O)c2ccccc2,-5.254374437571454
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,-6.082416761729994
CC1=C2NC3=CC(=O)C=CC3=C2C=CN1,-6.911043618327808
Cc1nccc2c1[nH]c3ccccc23,-5.771217733447819
c1c(c(ncc1)CSCCN\C(=[NH]\C#N)NCC)Br,-5.425203061058412
c1cc(ncc1)CSCCNc1c(cc[nH]1)[N+](=O)[O-],-5.437099627966517
c1(cc(nc(c1C)C)C(SC(CNc1c(cc[nH]1)[N+](=O)[O-])(C)C)(C)C)C,-5.480590652604487
n1c(csc1\[NH]=C(\N)N)c1ccccc1,-5.816072113216249
n1c(csc1\[NH]=C(\N)N)c1cccc(c1)N,-3.884809833377914
n1c(csc1\[NH]=C(\N)N)c1cccc(c1)NC(C)=O,-4.5379397726475785
n1c(csc1\[NH]=C(\N)N)c1cccc(c1)N\C(NC)=[NH]\C#N,-4.423271286199134
s1cc(nc1\[NH]=C(\N)N)C,-5.194407383804635
c1(c(oc(c1C)C(N(C(C)(N)C)C(N)(C)C)(C)C)C)C.C[NH+]O.[OH-],-6.465703864287808
[NH]C(CC(C)C([N@@](C(C)(C)C)C(N)(C)N)(C)C)c1c(c(c[nH+][o+]1)C)[O-],-6.102809827017022
CCNCc1c(O)c(C)ncc1CSC,-6.872495336078602
CN1C(=C(\O)Nc2ccccn2)/C(=O)c3sccc3[S]1(=O)=O,-4.128347886915192
CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,-5.0850435451488405
CN(C1CCCC[C@H]1N2CCCC2)C(=O)Cc3ccc(Cl)c(Cl)c3,-5.1546852725630945
CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,-4.955648277979507
NC(=O)OC1(CCCCC1)CC#C,-4.4892737997951
[H+].[H+].[Cl-].[Cl-].OCCN1CCCN(CCCN2c3ccccc3Sc4cc(ccc24)C(F)(F)F)CC1,-3.7644407437157517
COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C,-4.67100007120483
CCC(O)(COC(N)=O)c1ccccc1,-7.027754833242008
OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,-4.329397889504052
CN(C)CCCN1c2ccccc2CCc3ccccc13,-5.020875664498687
CNC1(CCCCC1=O)c2ccccc2Cl,-4.935227417914098
OC(=O)C1=CC(=O)c2ccccc2N1,-6.053071033529903
C1CN(CCC1)Cc1cccc(c1)OCCCNC(=O)C,-6.2785747222985755
C1CN(CCC1)Cc1cccc(c1)OCCCNC(=O)c1ccccc1,-5.822879725235398
C1CN(CCC1)Cc1cccc(c1)OCCCO,-4.678019093213791
C1CN(CCC1)Cc1cccc(c1)OCCCNc1ncccc1,-5.536226594907035
C1CN(CCC1)Cc1cccc(c1)OCCCNc1nccs1,-6.757050893971783
C1CN(CCC1)Cc1cccc(c1)OCCCNc1nc2c(o1)cccc2,-6.666337092980309
c1c(oc(c1)CN(C)C)CSCCNc1nc(c(c[nH]1)Cc1cc2c(cc1)cccc2)=O,-5.413581403668399
CN(C)Cc1oc(cc1)CSCCNC=1NC=C(CN1)Cc1cnc(cc1)C,-4.325361958397549
c1(nccc(c1)c1nc([nH]n1)N)N(C)C,-6.525474160167
n1(c(c2nc[nH]c2n(c1=O)C)=O)C,-5.023561718938086
Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(=O)c3ccc(F)cc3,-4.978506064107844
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(O)cc34,-4.949663701291456
CCN(CC)CC(=O)Nc1c(C)cccc1C,-5.175978243192667
OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,-6.280730427320358
CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3,-4.803646403372065
CN(C)CCOC(=O)COc1ccc(Cl)cc1,-6.14353524168325
CC1=Nc2ccccc2C(=O)N1c3ccccc3Cl,-5.594540100605742
CN1CCN=C(c2ccccc2)c3cc(Cl)ccc13,-5.2366397569078185
CCCC(C)(COC(N)=O)COC(N)=O,-5.049374749305441
c1c2CCOc2c(cc1OC)CN[C@@H]1CCCN[C@H]1c1ccccc1,-4.298378473895074
c1(cc(N\C(=[NH]\c2cccc(c2)CC)C)ccc1)CC,-6.208206654244861
c1(c(cc2n(ncc2c1)CCN)Cl)Cl,-4.714763693597559
Nc1nc(NC2CC2)c3ncn([C@@H]4C[C@H](CO)C=C4)c3n1,-3.902854494157656
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,-5.232673533766876
NC1=NC(=O)c2ncn(COCCO)c2N1,-6.3436682644500575
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,-6.10258925009407
NCCCNCCS[P](O)(O)=O,-5.523767722430343
COc1cc(CCN)cc(OC)c1OC,-4.525864014641421
CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S](C)=O,-5.424760568343148
CN[C@@H](C)Cc1ccccc1,-6.185308189894246
Cc1ccccc1N2C(=Nc3ccccc3C2=O)C,-4.231007798615327
COc1ccccc1OCC(O)COC(N)=O,-6.134901599878896
COc1ccc2Sc3ccccc3N(CCCN(C)C)c2c1,-5.724592671197614
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,-4.443297065518847
CCC(C)(O)C#C,-5.271957010740603
COC(=O)C(C1CCCCN1)c2ccccc2,-8.621038908441303
CCC1(CC)C(=O)NCC(C)C1=O,-5.444212060041133
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,-4.868206954558022
Nc1ccc(C(O)=O)c(O)c1,-4.7364111822069574
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O,-5.324187579769664
CN(C)N\N=C/1N=CN=C1C(N)=O,-4.309904229163328
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,-4.809275465282938
CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,-6.551906217933667
Clc1ccc2NC(=O)CC(=O)N(c3ccccc3)c2c1,-7.011783559610849
CNCCCN1c2ccccc2Sc3ccccc13,-5.303324163385453
C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,-7.085113554298964
Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12.OC(=O)\C=C/C(O)=O,-5.23234824034285
Cc1ccc(cc1)C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2,-4.896629770789788
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=CC4O)c35,-5.8005412292352165
CN1CCC(=CC1)c2ccccc2,-5.392197919272729
Oc1ccc2C[C@H]3N(CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O)CC=C,-4.4074290878820666
CN1CCC[C@H]1c2cccnc2,-5.34706777938344
[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3)c2c1,-5.596243438114293
Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,-6.548531428552407
CNCCC=C1c2ccccc2CCc3ccccc13,-5.196548177379521
CN(C)CCOC(c1ccccc1)c2ccccc2C,-6.806140047927084
COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,-4.002354462991399
CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,-5.993214169293806
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.752546818595145
FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC3CC3,-7.516446483462491
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(O)=O,-6.761840805540272
CC[C@@H](CO)NCCN[C@@H](CC)CO,-4.721221977930309
CC[C@@]1(O)C[C@H](OC2CC(C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)N(C)C)c5c(O)c6C(=O)c7c(O)cccc7C(=O)c6cc5[C@H]1C(=O)OC,-3.915390181082512
CC1(C)S[C@@H]2[C@H](NC(=O)CCC[C@@H](N)C(O)=O)C(=O)N2[C@H]1C(O)=O,-6.6315328802347056
CNCC(O)c1ccc(O)c(O)c1,-4.0178706045956245
COc1cccc2C(=O)c3c(O)c4CC(O)(CC(O)c4c(O)c3C(=O)c12)C(=O)CO,-6.831540711347879
[Na+].CC1(C)SC2C(NC(=O)CSCC=C)C(=O)N2C1C([O-])=O,-6.07800448536501
CC1(C)S[C@@H]2[C@H](NC(=O)C34C[C@H]5C[C@H](CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(O)=O,-4.492994581866973
CC(C)(C)C(=O)OCOC(=O)C1N2[C@H](SC1(C)C)[C@H](N=CN3CCCCCC3)C2=O,-6.8234358920772955
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4ccc(N)c(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,-5.541927477846302
[Cl-].CC(=O)[C@@]1(N)C[C@H](O[C@H]2C[C@H](O)[C@H](O)CO2)c3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c3C1.[H+],-6.957707564296543
CC1(C)S[C@@H]2C(NC(=O)[C@H](NC(=O)C3=CNc4cccnc4C3=O)c5ccccc5)C(=O)N2[C@H]1C(O)=O,-6.093559761591762
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(/O)NC(N5CCN(CCO)CC5)C(O)=O)C1=O,-5.863865255177947
CN[C@H]1[C@@H](O)[C@H]2O[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)[C@H](N)C[C@@H]2O[C@@H]1O[C@H]4O[C@H](CO)[C@@H](N)[C@H](O)[C@H]4O,-5.986157531370049
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,-5.651908412165141
CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c3ccc(O)cc3,-5.169215273627692
CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@@H](CC[C@H]2N)C(C)N)[C@H](O)[C@@H]1N(C)C(=O)CN,-3.696146843913743
C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\c2csc([NH3+])n2)C(=O)N1[S]([O-])(=O)=O,-4.0965674352451185
CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](N=CN3CCCCCC3)C2=O,-5.612596147885789
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,-6.270597157675689
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,-3.611988105702621
CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3,-5.735681909960405
CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC3OC(C)CC(C3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,-6.900275734253748
NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC3OC(CO)C(O)C(N)C3O,-4.595604355308666
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,-5.207015298089735
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c4ccccc4)C(=O)N2[C@H]1C(O)=O,-6.379709814946885
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4CCCc4c3)c5ccccc5)C(=O)N2[C@H]1C(O)=O,-4.866451165160802
CC1OC(CC(N)C1O)OC2C[C@@](O)(Cc3c(O)c4C(=O)c5cccc(O)c5C(=O)c4c(O)c23)C(C)=O,-5.540738982786118
NC(=O)OCC1[C@H](NC(=O)C(=N/OCC(O)=O)\c2csc(N)n2)C(=O)N1[S](O)(=O)=O,-4.228272297122611
N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)Cl)c3ccccc3,-5.449610923547723
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(O)=O,-5.321444016136905
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(O)=O,-5.645081895349853
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3ccccc3)C2=O)C(O)=O,-5.499647145944732
Cc1sc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)C(N)c4ccc(O)cc4)C3=O)C(O)=O)nn1,-3.414866953596848
NC(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3cn[nH]n3)c4ccc(O)cc4,-5.022104190941093
[Na+].Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CSC(F)(F)F)C3=O)C([O-])=O,-5.171603720093141
Cc1sc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CN4C=C(Cl)C(=O)C(=C4)Cl)C3=O)C(O)=O)nn1,-6.084180819768342
Cc1sc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(O)=O)nn1,-2.4503877272846735
CC(N)C(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)OCC3=C(C)OC(=O)O3)CSc4sc(C)nn4)c5ccccc5,-5.794839839632685
CC/C=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)COC(N)=O)/c3csc(N)n3,-4.784067215997589
COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N\O)/c3csc(N)n3)C2=O)C(O)=O,-5.728919915636006
Nc1scc(n1)\C(=N\O)C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)C=C,-7.421507163467224
CO\N=C(C(=O)NC1[C@H]2SCC(=C(N2C1=O)C(O)=O)\C=C/c3scnc3C)\c4csc(N)n4,-4.897574278516989
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)c(Cl)c3)C2=O)C(O)=O,-6.290686262201513
CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)C)/c3csc(N)n3,-4.503317372143547
OC(=O)C1=C(CS[C@@H]2[C@H](NC(=O)Cc3sccc3)C(=O)N12)CSc4[nH]ncn4,-4.440414346949609
Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CS\C=C/C#N)C3=O)C(O)=O,-5.431157520768791
