standardized_smiles,logPapp
CCC(=O)OC1(C(=O)COC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-5.102240825078304
CCC(=O)OC1(C(=O)SC)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.753909691047263
CCC(=O)OC1(C(=O)SCCl)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-5.3681026112006816
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.18639207487408
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,-6.023403065438609
CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,-5.323701606101992
CCC(=O)OC1C(C)OC(OC2C(C)C(=O)OC(C)C(C)C(OC(=O)CC)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)CC1OC,-3.081549439546775
CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC,-4.519020682237766
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,-3.51855165139292
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,-6.432427576838639
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-5.873499414359584
CCC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,-6.212110257773657
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,-6.694680000584026
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,-5.3614633348738145
CCC(Br)(C(N)=O)C(C)C,-6.18343229973476
CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,-5.3512862337995095
CCC(Br)(CC)C(=O)NC(N)=O,-7.039000944907814
CCC(C(=O)NC(N)=O)c1ccccc1,-4.358267120818665
CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,-6.308080907926209
CCC(C(N)=O)N1CCCC1=O,-6.09449114453288
CCC(C)(C)C,-6.349032065440346
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-6.712714064318533
CCC(C)(C)O,-6.112733562031207
CCC(C)(CC)OC(N)=O,-5.111571001525395
CCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC)ccc5c4C12CCN(CC1CC1)C3C5,-6.191617848210031
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,-7.603428825322232
CCC(C)=O,-3.930302723129983
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,-3.5842644790139517
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-4.078293681545566
CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C,-4.982276758302596
CCC(C)C(C)(COC(N)=O)COC(N)=O,-4.252864068082881
CCC(C)C(CC)C(=O)NC(N)=O,-4.831795997764338
CCC(C)C(CC)C(N)=O,-5.480777250673199
CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NCCCCC2NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,-4.601811620645234
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,-5.801879660921481
CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,-4.930673883469394
CCC(C)CC,-5.55678060274226
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-6.4383007972503625
CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1,-5.037905482457581
CCC(CO)NCCNC(CC)CO,-4.721221977930309
CCC(N)Cc1c[nH]c2ccccc12,-6.261472837172013
CCC(NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-5.93927030564209
CCC(NC(=O)c1c(Cn2ccnc2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-5.466006159999709
CCC(NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-7.561458335400807
CCC(NC(=O)c1c(OCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-5.362307959399709
CCC(NC(=O)c1c(OCCCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-7.206770501417274
CCC(NC(=O)c1c(OCCCN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-6.528768161876108
CCC(NC(=O)c1c(OCCNC(=O)C2CCCN2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-5.385911810677472
CCC(NC(=O)c1c(OCCNC(=O)Cc2ccccc2C(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-4.630173219893482
CCC(NC(=O)c1c(OCCNC(=O)Cc2ccccn2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-5.045250779192297
CCC(O)(COC(N)=O)c1ccccc1,-7.027754833242008
CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,-5.2987623374949795
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,-5.416152883794624
CCC(OC(N)=O)C1CCCCC1,-7.07680678934909
CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,-5.645344021354658
CCC1(C)CC(=O)NC(=O)C1,-4.256990242454931
CCC1(C)CC(=O)NC1=O,-4.334905349800982
CCC1(C)OC(=O)N(C)C1=O,-6.917101013975602
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,-5.841330151101207
CCC1(CC)C(=O)C=CNC1=O,-4.296513714955095
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-5.755902928656994
CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O,-5.968033048494231
CCC1(CC)C(=O)NC(=O)NC1=O,-6.334506655004275
CCC1(CC)C(=O)NC=C(C)C1=O,-5.464363725472127
CCC1(CC)C(=O)NCC(C)C1=O,-5.444212060041133
CCC1(CC)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-7.080440667765128
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-6.378070024164314
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,-5.859355947813921
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,-3.915390181082512
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC4OC5CC(=O)C(C)OC5OC4C(C)O3)C(C)O2)c2c(O)c3c(c(O)c2C1OC1CC(N(C)C)C(O)C(C)O1)C(=O)c1cccc(O)c1C3=O,-5.651555445078545
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,-6.400747077296664
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1,-6.687067084971609
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,-6.048229137854031
CCC1(O)CCN2CCc3ccc(C)cc3C2C1,-4.919254951687707
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,-4.2184240069846
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,-5.479295272069996
CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,-4.617549495884836
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,-5.83564594239764
CCC1(c2ccccc2)C(=O)NC(=O)N1C,-5.279795706541776
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-5.844268813487731
CCC1(c2ccccc2)C(=O)NCNC1=O,-6.87224199413346
CCC1(c2ccccc2)CCC(=O)NC1=O,-5.254374437571454
CCC1(c2ccccc2)NC(=O)N(C)C1=O,-6.428431346080933
CCC1(c2ccccc2)NCC(=O)NC1=O,-4.976604767637775
CCC1(c2ccccc2)OCC(C2CCCCN2)O1,-5.489291595012216
CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,-6.027645416994444
CCC12CCN(CC3CC3)C(Cc3ccc(O)cc31)C2(C)C,-5.807792694013831
CCC12CCN(CC3CCC3)C(Cc3ccc(O)cc31)C2(C)C,-4.615286020337034
CCC1C(=O)NC(=O)C1(C)c1ccccc1,-5.7619056822880745
CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,-6.309022115640558
CCC1CC(=O)C2Oc3c(OC)ccc4c3C23CCN(CC2CC2)C(C4)C13,-5.257205939286665
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,-6.2978902542175
CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)C2CCCN2C1=O,-4.652432698791276
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)(F)C(=O)C(C)C(O)C1(C)O,-5.280989656219093
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOC)C(C)C(O)C1(C)O,-4.056365684141809
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,-6.270240528319878
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,-6.832181892676639
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1C,-6.900275734253748
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,-6.149354244878519
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,-7.366740850984619
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,-5.700011535486175
CCC=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1csc(N)n1,-4.784067215997589
CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O,-5.258319879558536
CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,-5.242056432951611
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,-5.048548021789776
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,-4.864343428293797
CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.374750200465444
CCCC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-6.5937793027818286
CCCC(=O)OC1(C(=O)COC(C)=O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,-5.731106445067732
CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC21C,-4.870050732681935
CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-6.258401077569594
CCCC(=O)OC1(C(C)=O)CCCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-6.792870289542035
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,-6.530705221294854
CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,-4.929896873093509
CCCC(C)(COC(N)=O)COC(N)=O,-5.049374749305441
CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,-4.061162091191672
CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC(C)=O)ccc5c4C12CCN(C)C3C5,-3.999987593062556
CCCC(C)C,-4.662806571698724
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-6.434628655913942
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-4.115902573415305
CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,-5.572560082413457
CCCC(C)CC,-5.670453247190947
CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,-5.104564308255968
CCCC(CC)C1(CC)C(=O)NC(=S)NC1=O,-5.138364976752275
CCCC(CCC)(CCC)C(N)=O,-5.286539310820263
CCCC(CCC)C(=O)O,-7.668255428108908
CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,-6.171321528444514
CCCC(CCC)C(N)=O,-4.5873314989526905
CCCC(Cc1ccccc1)N1CCCC1,-4.234430012734308
CCCC(O)Cl,-7.239490592764957
CCCC1(C)COB(c2ccc(C)cc2)OC1,-6.507593111476201
CCCC1(c2cccc(O)c2)CCN(C)CC1C,-3.161532370268237
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,-5.458842074640225
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1,-5.288253215714985
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,-5.334092125971451
CCCC1OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)OC(C)OC(=O)OCC)O1,-6.208419913085682
CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-6.118868891590957
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,-6.20233914410054
CCCCC,-6.808281099230728
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-5.264622360202302
CCCCC(=O)OC1(C(=O)CO)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,-5.388370556478974
CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-6.908323211301416
CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-6.587140728094363
CCCCC(CC)CNC(=O)CC(C)O,-3.743359394245996
CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,-5.579129698373313
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-5.167767468433212
CCCCC1CC(=O)C2(O)OC3C(NC)C(O)C(NC)C(O)C3OC2O1,-3.976766757940285
CCCCCC,-3.592666538287669
CCCCCC(=NOCCN)c1ccc(C)c(N)c1,-4.804514763093694
CCCCCC(=O)CCC1(C)C2Cc3ccc(O)cc3C1(C)CCN2C,-4.794481466829968
CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,-7.606546880180858
CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,-4.654850720315023
CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,-6.206158277351246
CCCCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,-6.1131484797266165
CCCCCCC,-5.597052189233719
CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-5.156307364553499
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,-6.504047173348388
CCCCCCC(C)NN,-5.432301664804197
CCCCCCCCCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)O)NC2=O)OC(CO)C(O)C1O,-3.603915054240377
CCCCCCCCCC(=O)OC1(c2ccc(Br)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,-3.96665556655852
CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,-5.886735419359831
CCCCCCCCCC1(C)OCC(COC(N)=O)O1,-5.7952955222592974
CCCCCCCCCCCCCC(=O)OC1C=CC2C3Cc4ccc(OCc5ccccc5)c5c4C2(CCN3C)C1O5,-4.6326283553077126
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,-5.35513260810733
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-5.248179643800016
CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,-6.0801222118280105
CCCCCCCCCNc1ncnc2[nH]ccc12,-5.9448490713494735
CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,-5.701655942120746
CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,-6.054264782439046
CCCCCCOc1nsnc1C1=CCCN(C)C1,-5.452771924032209
CCCCCCSc1nsnc1C1=CCCN(C)C1,-5.375043050914838
CCCCCNC12C=CC(=O)C3Oc4c(O)ccc5c4C31CCN(C)C2C5,-5.518032337680963
CCCCCNCC(N)=O,-5.899677396098285
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,-7.336368496134051
CCCCCn1ccc(=O)c(O)c1C,-5.62319019667876
CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C,-4.409790901954318
CCCCNC(=C1C=C(Cl)C=CC1=O)c1ccccc1Cl,-4.269466502515307
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,-5.612169458161583
CCCCNC(=O)OCC(C)(CCC)COC(N)=O,-6.100209575273823
CCCCNCC1COc2cccc(OCC)c2O1,-6.213699754747388
CCCCNCC1COc2ccccc2O1,-5.2536173318485
CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,-4.461147417678562
CCCCNc1c(C(=O)OCC)cnc2c1cnn2CC,-4.838154803701502
CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,-6.749079791843371
CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,-5.323663111599143
CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,-4.795711250686714
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,-4.6800873940339285
CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1,-4.633645085325516
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,-4.652994813492041
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,-6.397738727888858
CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,-3.972078567647525
CCCCn1ccc(=O)c(O)c1C,-6.361494819527259
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,-4.734046152660066
CCCN(CCC)C1Cc2cccc3cc(O)cc(c23)C1,-3.889644071181612
CCCN(CCC)CCc1ccc(O)c2c1CC(=O)N2,-3.7264424991705263
CCCN(CCC)CCc1cccc2c1CC(=O)N2,-4.965040855065876
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,-5.991866696482472
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1,-5.057085384599273
CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,-6.1966183587548525
CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,-6.625331975325505
CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,-6.445414748544331
CCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,-5.6647177181031445
CCCNC(=O)N1CC(c2ccccc2)OC1=O,-5.532129125376176
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-6.417447584505505
CCCNC(=O)c1ccc2c(c1)N(C(C)CN1CCCC1)c1ccccc1S2,-5.545920328482557
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,-6.43984321055012
CCCO,-5.174799347984087
CCCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,-5.014669846777027
CCCOC(=O)c1cncn1C(C)c1ccccc1,-5.661857839539004
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,-5.437785058957458
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,-6.10258925009407
CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,-4.251185604096637
CCCl,-5.019254665958695
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,-5.784698270893174
CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,-5.577520408952183
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,-4.741222636833127
CCN(CC)C(=O)C1C2C=CC(C2)C1C(=O)N(CC)CC,-5.885134682221104
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,-5.822431739788244
CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,-5.944278160055035
CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4,-7.2284277417367875
CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1,-5.361030069856706
CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,-3.5558434693762564
CCN(CC)C(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,-4.011779104639785
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,-5.208197361614191
CCN(CC)C(=O)c1cccnc1,-3.915699959247556
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.752546818595145
CCN(CC)C(C)=NN=Cc1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4,-5.731834861238216
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,-4.24250999864672
CCN(CC)CC(=O)Nc1c(C)cccc1C,-5.175978243192667
CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-5.070614506208322
CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-6.589547516343179
CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,-7.113367860625163
CCN(CC)CC=C1c2ccccc2Nc2cc(Cl)ccc21,-5.806642465160922
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,-6.009127954812853
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-6.064428213922904
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,-7.201144457381016
CCN(CC)CCN1c2ccccc2Sc2ccccc21,-5.400664870744015
CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,-5.697774062386605
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,-7.4446758855330994
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,-5.87109029715778
CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OC,-4.3206594402213625
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,-4.384214892807294
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,-5.851038202139739
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,-4.98880539220613
CCN(CC)CCOC(=O)c1ccc(N)cc1,-5.909136793203778
CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1,-5.597912519828656
CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,-4.557253561630093
CCN(CC)S(=O)(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,-4.227287338240029
CCN(CC)c1ccc(NC(=O)c2ccccc2N)c(C)c1,-6.1729131126308605
CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N1)O4,-6.422439498500304
CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,-5.8103893089771566
CCN1C(=O)NC(c2ccccc2)C1=O,-5.434924225884029
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,-5.34114190406595
CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,-5.783816278514559
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,-5.911336338714738
CCN1CCCC1CNC(=O)c1cc(C(C)=O)ccc1OC,-4.738623013370164
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,-4.84699082728428
